,resultId,raceId,driverId,grid,position,year,date,dob,Car_Out,Driver_1,Driver_4,Driver_8,Driver_9,Driver_20,Driver_154,Driver_807,Driver_815,Driver_817,Driver_822,Driver_825,Driver_826,Driver_830,Driver_832,Driver_839,Driver_840,Driver_841,Driver_842,Driver_844,Driver_846,Driver_847,Driver_848,Driver_849,Driver_850,Driver_851,Driver_852,Driver_853,Driver_854,Driver_855,Driver_856,Driver_857,Driver_858,Driver_859,Season_2020,Season_2021,Season_2022,Season_2023,DriverAge,DriverVintage,DriverExpYears,Driver1_Grid,Driver4_Grid,Driver8_Grid,Driver9_Grid,Driver20_Grid,Driver154_Grid,Driver807_Grid,Driver815_Grid,Driver817_Grid,Driver822_Grid,Driver825_Grid,Driver826_Grid,Driver830_Grid,Driver832_Grid,Driver839_Grid,Driver840_Grid,Driver841_Grid,Driver842_Grid,Driver844_Grid,Driver846_Grid,Driver847_Grid,Driver848_Grid,Driver849_Grid,Driver850_Grid,Driver851_Grid,Driver852_Grid,Driver853_Grid,Driver854_Grid,Driver855_Grid,Driver856_Grid,Driver857_Grid,Driver858_Grid,Driver859_Grid
10,24645,1031,830,2.0,0.0,2020,2020-07-05,1997-09-30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.76249144421629,2020-07-05,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,5.0,8.0,0.0,9.0,7.0,2.0,3.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,24633,1031,839,14.0,8.0,2020,2020-07-05,1996-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.797399041752225,2020-07-05,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,5.0,8.0,0.0,9.0,7.0,2.0,3.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,24634,1031,841,18.0,9.0,2020,2020-07-05,1993-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.55715263518138,2020-07-05,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,5.0,8.0,0.0,9.0,7.0,2.0,3.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,24643,1031,840,9.0,0.0,2020,2020-07-05,1998-10-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.683778234086244,2020-07-05,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,5.0,8.0,0.0,9.0,7.0,2.0,3.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,24632,1031,842,12.0,7.0,2020,2020-07-05,1996-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.407939767282684,2020-07-05,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,5.0,8.0,0.0,9.0,7.0,2.0,3.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,24627,1031,844,7.0,2.0,2020,2020-07-05,1997-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.718685831622178,2020-07-05,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,5.0,8.0,0.0,9.0,7.0,2.0,3.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,24628,1031,846,3.0,3.0,2020,2020-07-05,1999-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.643394934976044,2020-07-05,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,5.0,8.0,0.0,9.0,7.0,2.0,3.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,24638,1031,848,4.0,13.0,2020,2020-07-05,1996-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.28473648186174,2020-07-05,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,5.0,8.0,0.0,9.0,7.0,2.0,3.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,24640,1031,847,17.0,0.0,2020,2020-07-05,1998-02-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.38466803559206,2020-07-05,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,5.0,8.0,0.0,9.0,7.0,2.0,3.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,24636,1031,849,20.0,11.0,2020,2020-07-05,1995-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.018480492813143,2020-07-05,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,12.0,0.0,5.0,8.0,0.0,9.0,7.0,2.0,3.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,24646,1032,1,1.0,1.0,2020,2020-07-12,1985-01-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.50992470910335,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,24656,1032,8,16.0,11.0,2020,2020-07-12,1979-10-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.73648186173853,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,24665,1032,20,10.0,0.0,2020,2020-07-12,1987-07-03,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.02669404517454,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24658,1032,154,0.0,13.0,2020,2020-07-12,1986-04-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.23682409308692,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24651,1032,815,17.0,6.0,2020,2020-07-12,1990-01-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.458590006844627,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,24653,1032,817,8.0,8.0,2020,2020-07-12,1989-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.030800821355236,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,24647,1032,822,4.0,2.0,2020,2020-07-12,1989-08-28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.872005475701574,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,24657,1032,825,15.0,12.0,2020,2020-07-12,1992-10-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.76728268309377,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,24655,1032,826,13.0,10.0,2020,2020-07-12,1994-04-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.21218343600274,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,24654,1032,832,3.0,9.0,2020,2020-07-12,1994-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.861738535249827,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,24648,1032,830,2.0,3.0,2020,2020-07-12,1997-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.781656399726216,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,24663,1032,839,5.0,0.0,2020,2020-07-12,1996-09-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.81656399726215,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,24659,1032,841,19.0,14.0,2020,2020-07-12,1993-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.576317590691307,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,24652,1032,840,12.0,7.0,2020,2020-07-12,1998-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.702943189596166,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,24660,1032,842,7.0,15.0,2020,2020-07-12,1996-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.427104722792606,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,24664,1032,844,14.0,0.0,2020,2020-07-12,1997-10-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.7378507871321,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,24650,1032,846,9.0,5.0,2020,2020-07-12,1999-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.66255989048597,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,24649,1032,848,6.0,4.0,2020,2020-07-12,1996-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.303901437371664,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,24661,1032,847,11.0,16.0,2020,2020-07-12,1998-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.403832991101986,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,24662,1032,849,18.0,17.0,2020,2020-07-12,1995-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.037645448323065,2020-07-05,0.019164955509924708,1.0,0.0,11.0,0.0,0.0,13.0,0.0,6.0,8.0,2.0,12.0,10.0,3.0,9.0,0.0,7.0,14.0,15.0,0.0,5.0,16.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,24666,1033,1,1.0,1.0,2020,2020-07-19,1985-01-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.52908966461328,2020-07-05,0.038329911019849415,1.0,0.0,15.0,0.0,6.0,16.0,0.0,7.0,8.0,3.0,10.0,12.0,2.0,9.0,14.0,4.0,17.0,0.0,11.0,13.0,18.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,24680,1033,8,20.0,15.0,2020,2020-07-19,1979-10-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.75564681724846,2020-07-05,0.038329911019849415,1.0,0.0,15.0,0.0,6.0,16.0,0.0,7.0,8.0,3.0,10.0,12.0,2.0,9.0,14.0,4.0,17.0,0.0,11.0,13.0,18.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,24671,1033,20,5.0,6.0,2020,2020-07-19,1987-07-03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.045859000684466,2020-07-05,0.038329911019849415,1.0,0.0,15.0,0.0,6.0,16.0,0.0,7.0,8.0,3.0,10.0,12.0,2.0,9.0,14.0,4.0,17.0,0.0,11.0,13.0,18.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,24681,1033,154,0.0,16.0,2020,2020-07-19,1986-04-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.25598904859685,2020-07-05,0.038329911019849415,1.0,0.0,15.0,0.0,6.0,16.0,0.0,7.0,8.0,3.0,10.0,12.0,2.0,9.0,14.0,4.0,17.0,0.0,11.0,13.0,18.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,24672,1033,815,4.0,7.0,2020,2020-07-19,1990-01-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.477754962354553,2020-07-05,0.038329911019849415,1.0,0.0,15.0,0.0,6.0,16.0,0.0,7.0,8.0,3.0,10.0,12.0,2.0,9.0,14.0,4.0,17.0,0.0,11.0,13.0,18.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,24673,1033,817,11.0,8.0,2020,2020-07-19,1989-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.04996577686516,2020-07-05,0.038329911019849415,1.0,0.0,15.0,0.0,6.0,16.0,0.0,7.0,8.0,3.0,10.0,12.0,2.0,9.0,14.0,4.0,17.0,0.0,11.0,13.0,18.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,24668,1033,822,2.0,3.0,2020,2020-07-19,1989-08-28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.8911704312115,2020-07-05,0.038329911019849415,1.0,0.0,15.0,0.0,6.0,16.0,0.0,7.0,8.0,3.0,10.0,12.0,2.0,9.0,14.0,4.0,17.0,0.0,11.0,13.0,18.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,24675,1033,825,0.0,10.0,2020,2020-07-19,1992-10-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.786447638603697,2020-07-05,0.038329911019849415,1.0,0.0,15.0,0.0,6.0,16.0,0.0,7.0,8.0,3.0,10.0,12.0,2.0,9.0,14.0,4.0,17.0,0.0,11.0,13.0,18.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
